gender,SeniorCitizen,Partner,Dependents,tenure (months true),PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyContract,1yContract,2yContract,PaperlessBilling,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,MonthlyCharges,TotalCharges,Churn
0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,24.35,150.85,0
0,0,1,1,66,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,56.75,3708.4,0
0,0,1,0,51,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,30.05,1529.45,0
1,0,1,1,69,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,43.95,2960.1,0
1,0,0,1,22,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,49.45,1031.4,0
0,0,0,0,28,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,30.1,810.85,0
1,0,0,0,68,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,64.35,4539.6,0
0,0,1,1,72,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38.5,2763,0
0,0,0,1,72,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,67.2,4671.7,0
0,1,1,0,69,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,29.8,2134.3,0
0,0,0,0,46,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,33.7,1537.85,0
1,0,0,0,57,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,41.1,2258.25,0
0,0,1,1,44,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,54.05,2375.2,0
1,0,1,0,52,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,66.25,3330.1,0
0,0,0,1,25,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,40.65,970.55,0
1,0,1,0,26,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,35.4,978.6,0
0,0,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.1,382.8,0
1,0,1,1,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,30.25,368.85,0
0,0,1,0,35,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,53.15,1930.9,0
0,0,0,0,72,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,61.2,4390.25,0
0,1,1,0,69,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,56.55,3952.65,0
1,0,1,1,47,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,60,2768.65,0
0,1,1,0,19,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,34.3,577.15,0
0,0,0,0,20,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,55,1165.55,0
1,0,0,0,67,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,53.4,3579.15,0
0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,24.9,49.7,0
1,0,1,1,67,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,54.2,3623.95,0
1,1,1,0,60,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,49.45,2907.55,0
0,0,1,1,10,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,53.7,521,0
1,0,1,0,60,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,60.8,3603.45,0
0,0,1,1,50,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,39.45,2021.35,0
1,0,0,0,56,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,44.85,2564.95,0
0,0,0,0,26,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,54.55,1362.85,0
1,1,1,0,31,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,50.4,1580.1,0
1,0,0,0,62,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,43.6,2748.7,0
1,0,0,0,39,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,50.65,1905.4,0
0,0,1,1,17,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,44.45,792.15,0
0,1,1,0,51,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,29.45,1459.35,0
1,0,1,1,72,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,53.65,3784,0
1,0,0,0,47,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,39.65,1798.65,0
0,0,1,1,43,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,29.3,1224.05,0
0,0,0,0,43,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,35.2,1463.7,0
0,0,1,1,54,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,46,2424.05,0
1,0,1,1,72,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,55.65,3880.05,0
1,0,0,1,48,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,45.55,2108.35,0
1,0,1,0,49,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,56.3,2780.6,0
0,0,0,1,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25,789.2,0
0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,39.65,39.65,1
0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30.2,30.2,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,35.45,35.45,1
0,1,1,0,58,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,45.3,2651.2,1
1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.8,24.8,1
0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,40.2,40.2,1
0,1,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,41.15,132.2,1
1,1,0,0,21,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,41.9,840.1,1
1,1,0,0,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28.45,131.05,1
0,0,1,1,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,29.95,248.95,1
0,1,0,0,52,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,49.15,2550.9,1
1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,34.7,62.25,1
1,0,0,0,60,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,50.8,3027.4,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.6,24.6,1
0,1,1,0,44,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,30.35,1359.7,1
0,1,0,0,12,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,43.65,526.95,1
1,0,0,0,5,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,39.5,210.75,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,35.55,35.55,1
1,0,1,0,16,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,49.95,810.2,1
1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,30.9,59.05,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.2,25.2,1
1,0,0,1,18,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,35,553,1
1,0,0,0,2,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,42.6,72.4,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,34.7,34.7,1
0,0,0,0,9,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,45.4,418.8,1
0,1,1,0,57,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,44.85,2572.95,1
1,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,35.1,68.75,1
0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,43.3,43.3,1
1,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,44.6,97.1,1
1,0,0,0,4,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,33.65,137.85,1
0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.95,100.4,1
0,0,1,0,40,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,42.35,1716.45,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.15,25.15,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,35.9,35.9,1
0,0,1,0,4,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,48.55,201,1
0,0,1,0,13,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,54.45,706.85,1
0,0,1,1,7,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,34.5,279.25,1
0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,49.25,90.35,1
0,0,0,0,4,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,44.55,174.3,1
1,1,0,0,10,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,34.7,329.8,1
0,1,0,0,53,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,54.45,2854.55,1
1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,30.4,78.65,1
1,0,0,0,29,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,30.6,856.35,1
1,1,1,0,18,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,48.35,810.7,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.25,25.25,1
1,0,1,1,21,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,55.95,1157.05,1
1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.45,86.6,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.25,24.25,1
1,0,1,0,20,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.45,482.8,1
1,1,0,0,30,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,40.3,1172.95,1
1,0,0,0,3,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,50.6,155.35,1
0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.05,56.35,1
0,0,0,0,57,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,39.3,2111.45,1
1,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,23.9,300.8,1
0,0,1,0,71,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,49.35,3515.25,1
1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.35,41.85,1
1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,40.1,40.1,1
0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.75,66.95,1
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.1,25.1,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.75,24.75,1
0,1,0,0,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,29.4,221.9,1
1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.25,58.9,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,35.75,35.75,1
1,0,0,0,6,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,47.95,305.1,1
0,0,0,0,14,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,50.75,712.75,1
1,1,1,0,40,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,39.3,1637.4,1
1,0,1,0,39,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,55.9,2184.35,1
0,0,0,0,8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,30.45,226.45,1
1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,36.45,36.45,1
0,0,1,0,53,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,60.45,3184.25,1
1,1,0,0,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,45.7,198,1
1,1,0,0,10,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,29.65,291.4,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.8,24.8,1
1,0,0,0,13,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,31.05,347.25,1
1,0,1,0,18,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,39.05,669.85,1
1,1,0,0,40,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,55.8,2109.35,1
0,0,1,0,14,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,46.35,667.7,1
1,0,0,0,39,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,50.75,2011.4,1
1,0,0,0,13,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,35.1,446.1,1
0,1,0,0,70,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,45.25,3264.45,1
0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,29.6,79.45,1
0,0,0,0,11,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,41.6,470.6,1
1,0,1,0,9,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,48.75,442.2,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,23.45,23.45,1
0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,29.65,118.5,1
1,0,1,0,72,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,54.2,3937.45,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.05,25.05,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.3,25.3,1
1,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,45.25,85.5,1
0,0,1,1,51,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,59.3,3014.65,1
0,0,0,0,19,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,39.65,733.35,1
0,0,0,0,15,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,29.7,438.25,1
0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,50.35,50.35,1
1,0,1,0,64,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,47.85,3147.5,1
1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.3,77.75,1
0,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,35.15,99.75,1
1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,29.85,29.85,0
1,0,1,1,11,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,50.55,565.35,0
1,0,1,1,64,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,54.6,3423.5,0
0,1,0,0,71,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,56.45,3985.35,0
0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30.4,82.15,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.25,25.25,0
1,0,1,1,67,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,59.55,4103.9,0
1,1,1,0,29,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,45,1228.65,0
0,0,0,0,14,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,55,771.95,0
1,0,1,1,72,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,60,4264,0
1,1,1,1,28,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,35.9,973.65,0
1,0,0,0,23,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,44.95,996.85,0
1,0,0,0,42,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,54.75,2348.45,0
0,1,0,0,33,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,54.6,1803.7,0
0,0,1,1,34,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,44.85,1442.6,0
1,0,0,1,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30.15,382.2,0
0,0,0,0,4,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,40.05,162.45,0
1,0,0,0,13,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,49.15,649.4,0
1,0,0,0,41,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,40.35,1677.85,0
0,0,0,0,57,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,53.75,3196,0
1,0,1,0,21,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,28.5,629.35,0
1,1,0,0,45,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,34.2,1596.6,0
1,0,0,0,53,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,53.6,2879.2,0
1,0,1,1,24,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,57.6,1367.75,0
1,0,1,0,51,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,49.65,2553.35,0
1,0,0,0,44,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,49.05,2265,0
0,0,1,1,63,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,59,3707.6,0
0,0,0,0,11,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,35.65,425.1,0
0,0,1,0,54,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30.4,1621.35,0
1,1,0,0,52,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,50.5,2566.3,0
1,0,1,0,46,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,43.95,2007.85,0
1,0,1,1,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,30.5,167.2,0
1,0,1,1,5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,34.25,163.55,0
1,0,0,0,60,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,53.6,3237.05,0
1,0,0,0,29,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,31.2,926.2,0
0,0,0,0,33,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,39.1,1309,0
0,0,1,1,49,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,39.2,1838.15,0
0,0,1,1,21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,26.05,565.75,0
0,0,0,0,10,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,35.75,389.8,0
0,0,1,1,34,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,40.55,1325.85,0
1,0,1,0,60,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,50.05,2911.5,0
1,0,0,0,35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.15,812.5,0
0,1,1,0,41,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,53.95,2215.4,0
1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.5,46.4,0
1,0,0,0,25,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,61.05,1540.2,0
0,0,1,0,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,29.1,688,0
0,1,0,0,7,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,44.4,265.8,0
0,1,0,0,37,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,36.65,1315,0
0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.1,79.8,0
1,1,0,0,14,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,46.35,672.7,0
0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,29.75,96.85,0
0,1,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,29.9,118.25,0
1,0,0,0,19,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,39.7,710.05,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.4,24.4,0
1,0,0,0,48,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,44.8,2104.55,0
0,0,0,0,44,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,54,2440.25,0
0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.95,190.25,0
0,0,0,0,59,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,51.7,3005.8,0
1,0,0,0,9,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,40.75,359.4,0
0,1,1,0,33,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,50,1750.85,0
0,0,0,0,35,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,49.2,1701.65,0
1,0,1,0,68,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,54.4,3723.65,0
0,0,1,0,29,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,45.9,1332.4,0
1,0,0,1,8,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,38.5,330.8,0
1,0,1,1,51,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,56.15,2898.95,0
1,1,0,0,34,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,56.25,1765.95,0
1,0,0,0,16,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,38.9,664.4,0
1,0,0,0,10,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,36.25,374,0
1,1,0,0,35,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,39.85,1434.6,0
1,1,0,0,57,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,55,3094.05,0
1,0,0,0,22,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,50.6,1073.3,0
1,0,1,1,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.7,149.05,0
0,0,0,0,31,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,50.05,1523.4,0
1,0,1,0,46,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,45.55,2062.15,0
0,1,0,0,54,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,55.45,2966.95,0
1,0,1,0,72,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,49.2,3580.95,0
0,0,0,0,41,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,51.35,2075.1,0
1,0,1,1,22,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,39.2,849.9,0
1,1,1,1,68,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,53,3656.25,0
1,0,0,0,18,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,35.2,607.3,0
0,0,0,0,39,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,40.6,1494.5,0
1,1,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,30.75,82.85,0
0,1,1,0,38,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.85,955.75,0
0,1,0,0,55,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,44.85,2479.05,0
0,0,0,1,43,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,40.45,1912.85,0
1,0,1,0,37,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,45.4,1593.1,0
0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30.5,118.4,0
1,0,0,1,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.2,321.05,0
1,0,0,0,13,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,31.65,389.95,0
1,1,1,1,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,39.1,1096.6,0
1,0,1,1,64,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,49.85,3210.35,0
1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,35,35,0
1,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.15,99.95,0
1,0,1,1,40,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,50.85,2036.55,0
0,0,1,1,31,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,59.95,1848.8,0
1,0,0,0,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,51.4,96.8,0
0,1,1,0,59,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,50.25,2997.45,0
1,0,0,0,68,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,44.95,3085.35,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.7,24.7,0
0,0,0,0,29,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,34.3,1004.75,0
1,0,0,0,22,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,50.35,1098.85,0
1,0,1,0,71,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,47.05,3263.6,0
0,0,1,0,52,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,39.9,2020.9,0
0,0,1,1,44,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,54.3,2317.1,0
0,0,0,0,15,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,50.75,688.2,0
1,0,0,0,25,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,54.2,1423.15,0
1,0,0,0,60,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,44.45,2773.9,0
0,0,1,1,47,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,40.3,1794.8,0
1,0,1,1,60,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,49.75,3069.45,0
1,0,1,0,58,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,45.35,2540.1,0
0,0,0,0,67,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,43.9,3097.2,0
